Episode,path
235,"[array([0, 2, 7]), array([-1,  1,  8])]"
236,"[array([0, 2, 7]), array([-1,  1,  8])]"
237,"[array([2, 0, 7]), array([3, 1, 8]), array([2, 0, 7]), array([3, 1, 8]), array([2, 0, 7]), array([3, 1, 8]), array([4, 0, 9]), array([3, 1, 8]), array([4, 0, 9]), array([ 3, -1,  6])]"
238,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
239,"[array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([2, 1, 9]), array([1, 0, 6]), array([0, 0, 6]), array([-1, -1,  9])]"
240,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  2,  7])]"
241,"[array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  3,  6])]"
242,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 4, 7]), array([3, 3, 6]), array([4, 3, 6]), array([5, 2, 7])]"
243,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([-1,  3,  6])]"
244,"[array([0, 2, 7]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
245,"[array([2, 0, 7]), array([ 2, -1,  7])]"
246,"[array([0, 1, 6]), array([1, 0, 7]), array([ 2, -1,  6])]"
247,"[array([0, 1, 6]), array([1, 2, 9]), array([1, 1, 9]), array([1, 0, 9]), array([ 1, -1,  9])]"
248,"[array([0, 1, 6]), array([1, 2, 9]), array([1, 1, 9]), array([1, 0, 9]), array([ 1, -1,  9])]"
249,"[array([0, 1, 6]), array([-1,  1,  6])]"
250,"[array([0, 2, 7]), array([0, 3, 7]), array([1, 4, 8]), array([0, 5, 9])]"
251,"[array([0, 1, 6]), array([-1,  1,  6])]"
252,"[array([0, 1, 6]), array([-1,  1,  6])]"
253,"[array([2, 2, 9]), array([2, 1, 9]), array([2, 0, 9]), array([ 2, -1,  9])]"
254,"[array([0, 1, 6]), array([-1,  2,  7])]"
255,"[array([0, 1, 6]), array([1, 0, 7]), array([1, 1, 7]), array([1, 2, 7]), array([0, 3, 6]), array([-1,  4,  7])]"
256,"[array([0, 0, 9]), array([ 1, -1,  8])]"
257,"[array([0, 1, 6]), array([-1,  0,  9])]"
258,"[array([0, 0, 9]), array([ 1, -1,  8])]"
259,"[array([0, 0, 9]), array([ 0, -1,  9])]"
260,"[array([0, 0, 9]), array([ 1, -1,  8])]"
261,"[array([2, 0, 7]), array([1, 1, 6]), array([0, 0, 9]), array([ 1, -1,  8])]"
262,"[array([0, 0, 9]), array([ 1, -1,  8])]"
263,"[array([0, 0, 9]), array([ 1, -1,  8])]"
264,"[array([0, 0, 9]), array([ 1, -1,  8])]"
265,"[array([0, 1, 6]), array([1, 0, 7]), array([0, 1, 6]), array([1, 2, 9]), array([0, 3, 8]), array([1, 4, 7]), array([2, 5, 8])]"
266,"[array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([2, 1, 9]), array([1, 2, 8]), array([2, 1, 9]), array([1, 0, 6]), array([2, 1, 9])]"
267,"[array([2, 1, 6]), array([1, 2, 7]), array([1, 3, 7]), array([2, 4, 8]), array([3, 4, 8])]"
268,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6])]"
269,"[array([0, 1, 6]), array([-1,  0,  9])]"
270,"[array([0, 2, 7]), array([0, 3, 7]), array([1, 4, 8]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7]), array([1, 4, 8]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7])]"
271,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 4, 8]), array([2, 3, 9]), array([1, 2, 6]), array([0, 1, 9]), array([1, 2, 6]), array([2, 1, 7]), array([3, 2, 8]), array([4, 1, 9])]"
272,"[array([2, 1, 6]), array([1, 2, 7]), array([2, 3, 8]), array([3, 2, 9]), array([2, 1, 6]), array([1, 0, 9]), array([ 2, -1,  8])]"
273,"[array([2, 0, 7]), array([3, 1, 8]), array([4, 0, 9]), array([ 3, -1,  6])]"
274,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  3,  6])]"
275,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([2, 1, 9]), array([1, 0, 6]), array([0, 1, 7]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6])]"
276,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6])]"
277,"[array([0, 1, 6]), array([-1,  1,  6])]"
278,"[array([0, 1, 6]), array([-1,  1,  6])]"
279,"[array([2, 0, 7]), array([2, 1, 7]), array([2, 2, 7]), array([2, 1, 7]), array([2, 2, 7]), array([3, 3, 8]), array([2, 4, 9]), array([3, 5, 6])]"
280,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([0, 1, 7]), array([-1,  2,  6])]"
281,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([2, 1, 9]), array([1, 0, 6]), array([0, 1, 7]), array([1, 2, 8]), array([2, 1, 9]), array([2, 0, 9]), array([ 2, -1,  9])]"
282,"[array([2, 1, 6]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  3,  6])]"
283,"[array([0, 1, 6]), array([-1,  0,  9])]"
284,"[array([0, 1, 6]), array([-1,  1,  6])]"
285,"[array([0, 1, 6]), array([-1,  1,  6])]"
286,"[array([0, 2, 7]), array([0, 3, 7]), array([-1,  2,  8])]"
287,"[array([0, 1, 6]), array([-1,  1,  6])]"
288,"[array([0, 1, 6]), array([-1,  1,  6])]"
289,"[array([0, 1, 6]), array([-1,  1,  6])]"
290,"[array([0, 1, 6]), array([-1,  1,  6])]"
291,"[array([0, 1, 6]), array([-1,  1,  6])]"
292,"[array([0, 0, 9]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
293,"[array([0, 1, 6]), array([1, 2, 9]), array([1, 1, 9]), array([1, 0, 9]), array([ 1, -1,  9])]"
294,"[array([0, 1, 6]), array([-1,  2,  7])]"
295,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([0, 0, 9]), array([ 1, -1,  8])]"
296,"[array([0, 1, 6]), array([-1,  1,  6])]"
297,"[array([0, 1, 6]), array([-1,  1,  6])]"
298,"[array([0, 1, 6]), array([-1,  1,  6])]"
299,"[array([0, 1, 6]), array([-1,  1,  6])]"
300,"[array([0, 2, 7]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  2,  7])]"
301,"[array([0, 2, 7]), array([-1,  1,  8])]"
302,"[array([2, 0, 7]), array([3, 1, 8]), array([2, 0, 7]), array([3, 1, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6])]"
303,"[array([2, 1, 6]), array([1, 2, 7]), array([1, 3, 7]), array([2, 4, 8]), array([1, 4, 8]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7]), array([1, 4, 8]), array([2, 4, 8])]"
304,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8])]"
305,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([3, 3, 8]), array([4, 2, 9]), array([4, 3, 9]), array([3, 2, 6]), array([4, 2, 6])]"
306,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([2, 2, 8]), array([1, 2, 8]), array([0, 2, 8]), array([-1,  2,  8])]"
307,"[array([2, 0, 7]), array([ 2, -1,  7])]"
308,"[array([0, 0, 9]), array([0, 1, 9]), array([-1,  0,  6])]"
309,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
310,"[array([2, 1, 6]), array([3, 0, 7]), array([ 3, -1,  7])]"
311,"[array([0, 1, 6]), array([1, 1, 6]), array([2, 1, 6]), array([1, 1, 6]), array([2, 1, 6]), array([3, 2, 9]), array([3, 3, 9]), array([3, 4, 9]), array([3, 5, 9])]"
312,"[array([0, 1, 6]), array([1, 1, 6]), array([2, 1, 6]), array([3, 1, 6]), array([4, 2, 9]), array([4, 3, 9]), array([4, 4, 9]), array([4, 5, 9])]"
313,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
314,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
315,"[array([0, 1, 6]), array([1, 1, 6]), array([2, 1, 6]), array([3, 1, 6]), array([2, 1, 6]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
316,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
317,"[array([2, 1, 6]), array([3, 2, 9]), array([3, 3, 9]), array([3, 2, 9]), array([3, 3, 9]), array([3, 4, 9]), array([2, 3, 6]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
318,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
319,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 2, 7]), array([4, 3, 8]), array([3, 4, 9]), array([3, 3, 9]), array([4, 4, 6]), array([3, 5, 7])]"
320,"[array([0, 1, 6]), array([-1,  1,  6])]"
321,"[array([0, 1, 6]), array([1, 0, 7]), array([0, 1, 6]), array([1, 1, 6]), array([0, 0, 9]), array([ 1, -1,  8])]"
322,"[array([2, 0, 7]), array([1, 1, 6]), array([0, 2, 7]), array([0, 3, 7]), array([1, 4, 8]), array([2, 3, 9]), array([1, 2, 6]), array([0, 1, 9]), array([-1,  0,  6])]"
323,"[array([0, 2, 7]), array([-1,  1,  8])]"
324,"[array([2, 1, 6]), array([1, 0, 9]), array([ 1, -1,  9])]"
325,"[array([0, 2, 7]), array([0, 1, 7]), array([0, 0, 7]), array([0, 1, 7]), array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 5, 7])]"
326,"[array([0, 1, 6]), array([-1,  1,  6])]"
327,"[array([0, 1, 6]), array([1, 1, 6]), array([0, 0, 9]), array([-1,  1,  8])]"
328,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([1, 4, 8]), array([0, 4, 8]), array([-1,  4,  8])]"
329,"[array([2, 1, 6]), array([3, 2, 9]), array([2, 3, 8]), array([1, 2, 7]), array([1, 3, 7]), array([1, 4, 7]), array([1, 5, 7])]"
330,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([-1,  1,  8])]"
331,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([-1,  3,  6])]"
332,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
333,"[array([2, 2, 9]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 1, 8]), array([1, 0, 7])]"
334,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 2, 9]), array([2, 1, 9])]"
335,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([4, 2, 7]), array([5, 3, 8])]"
336,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
337,"[array([0, 0, 9]), array([-1,  1,  8])]"
338,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([2, 3, 8]), array([3, 3, 8])]"
339,"[array([2, 2, 9]), array([2, 1, 9]), array([1, 2, 8]), array([0, 1, 7]), array([1, 2, 8]), array([0, 3, 9]), array([-1,  4,  8])]"
340,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
341,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
342,"[array([2, 2, 9]), array([2, 1, 9]), array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([2, 2, 8]), array([1, 2, 8]), array([0, 2, 8])]"
343,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 1, 8]), array([1, 0, 7]), array([ 2, -1,  6])]"
344,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([4, 2, 7]), array([4, 1, 7]), array([4, 0, 7]), array([ 5, -1,  6])]"
345,"[array([2, 1, 6]), array([3, 0, 7]), array([ 3, -1,  7])]"
346,"[array([2, 0, 7]), array([ 1, -1,  8])]"
347,"[array([2, 0, 7]), array([ 3, -1,  6])]"
348,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([0, 5, 9])]"
349,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([4, 4, 7]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 3, 8]), array([3, 4, 7])]"
350,"[array([2, 1, 6]), array([3, 1, 6]), array([2, 0, 9]), array([1, 1, 8]), array([0, 0, 7]), array([ 0, -1,  7])]"
351,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
352,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 0, 7]), array([ 5, -1,  6])]"
353,"[array([0, 0, 9]), array([-1,  1,  8])]"
354,"[array([0, 2, 7]), array([0, 1, 7]), array([1, 0, 6]), array([2, 1, 9]), array([1, 2, 8]), array([0, 3, 9]), array([1, 2, 8]), array([2, 1, 9]), array([1, 2, 8]), array([0, 2, 8])]"
355,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
356,"[array([0, 0, 9]), array([-1, -1,  6])]"
357,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8])]"
358,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 3, 8]), array([0, 4, 9]), array([0, 3, 9]), array([0, 4, 9]), array([0, 5, 9])]"
359,"[array([2, 1, 6]), array([1, 2, 7]), array([1, 1, 7]), array([2, 0, 6]), array([3, 1, 9]), array([2, 2, 8]), array([3, 2, 8]), array([4, 2, 8]), array([5, 2, 8])]"
360,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 3, 8]), array([3, 2, 9]), array([2, 3, 8]), array([1, 4, 9]), array([2, 5, 6])]"
361,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 3, 6]), array([1, 2, 7])]"
362,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 4, 8]), array([0, 5, 9])]"
363,"[array([2, 1, 6]), array([3, 2, 9]), array([4, 3, 6]), array([3, 3, 6]), array([4, 2, 7]), array([5, 1, 6])]"
364,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
365,"[array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
366,"[array([0, 0, 9]), array([-1,  1,  8])]"
367,"[array([0, 1, 6]), array([1, 2, 9]), array([0, 3, 8]), array([1, 2, 9]), array([0, 3, 8]), array([1, 2, 9]), array([0, 3, 8]), array([-1,  2,  7])]"
368,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 3, 8]), array([3, 3, 8]), array([2, 4, 9]), array([3, 5, 6])]"
369,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 3, 8]), array([2, 4, 7]), array([1, 5, 6])]"
370,"[array([0, 0, 9]), array([-1,  1,  8])]"
371,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([0, 3, 9]), array([-1,  4,  8])]"
372,"[array([2, 2, 9]), array([2, 1, 9]), array([1, 2, 8]), array([0, 1, 7]), array([1, 0, 6]), array([2, 1, 9]), array([1, 2, 8]), array([0, 3, 9]), array([-1,  4,  8])]"
373,"[array([2, 2, 9]), array([2, 1, 9]), array([1, 2, 8]), array([0, 2, 8]), array([-1,  1,  7])]"
374,"[array([2, 2, 9]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
375,"[array([0, 1, 6]), array([1, 2, 9]), array([0, 3, 8]), array([-1,  2,  7])]"
376,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
377,"[array([2, 0, 7]), array([ 3, -1,  6])]"
378,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
379,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 2, 7]), array([2, 1, 7]), array([1, 2, 6]), array([2, 2, 6]), array([3, 2, 6]), array([4, 1, 7])]"
380,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([4, 1, 9]), array([5, 2, 6])]"
381,"[array([0, 2, 7]), array([0, 1, 7]), array([0, 0, 7]), array([ 1, -1,  6])]"
382,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 2, 7]), array([2, 1, 8]), array([3, 0, 9]), array([2, 1, 8]), array([1, 0, 7]), array([ 2, -1,  6])]"
383,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([1, 2, 9]), array([2, 3, 6]), array([1, 2, 9]), array([0, 3, 8]), array([-1,  2,  7])]"
384,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([-1,  2,  7])]"
385,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([-1,  3,  8])]"
386,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
387,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9])]"
388,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 5, 6])]"
389,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
390,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 4, 8]), array([2, 5, 7])]"
391,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([2, 2, 8]), array([1, 2, 8]), array([0, 1, 7]), array([1, 2, 8]), array([0, 1, 7]), array([1, 0, 6]), array([2, 1, 9])]"
392,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
393,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
394,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
395,"[array([2, 2, 9]), array([2, 1, 9]), array([1, 2, 8]), array([0, 1, 7]), array([-1,  2,  6])]"
396,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
397,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
398,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
399,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6])]"
400,"[array([2, 1, 6]), array([3, 0, 7]), array([ 4, -1,  6])]"
401,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([5, 1, 6])]"
402,"[array([2, 1, 6]), array([1, 2, 7]), array([0, 1, 8]), array([1, 0, 9]), array([0, 1, 8]), array([-1,  0,  7])]"
403,"[array([2, 0, 7]), array([ 3, -1,  6])]"
404,"[array([2, 1, 6]), array([3, 0, 7]), array([ 4, -1,  6])]"
405,"[array([2, 1, 6]), array([1, 1, 6]), array([2, 1, 6]), array([3, 1, 6]), array([2, 0, 9]), array([1, 1, 8]), array([0, 0, 7]), array([ 1, -1,  6])]"
406,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
407,"[array([2, 2, 9]), array([3, 1, 8]), array([4, 2, 7]), array([3, 3, 6]), array([4, 3, 6]), array([3, 2, 9]), array([4, 1, 8]), array([5, 2, 7])]"
408,"[array([0, 0, 9]), array([-1,  1,  8])]"
409,"[array([0, 0, 9]), array([-1, -1,  6])]"
410,"[array([0, 1, 6]), array([-1,  2,  7])]"
411,"[array([0, 0, 9]), array([ 1, -1,  8])]"
412,"[array([0, 2, 7]), array([0, 3, 7]), array([1, 4, 8]), array([0, 4, 8]), array([-1,  4,  8])]"
413,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 2, 7]), array([2, 1, 8]), array([1, 2, 9]), array([0, 3, 8]), array([-1,  2,  7])]"
414,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
415,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([-1,  3,  8])]"
416,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([2, 2, 8]), array([3, 3, 7]), array([2, 4, 6]), array([3, 4, 6]), array([4, 4, 6]), array([3, 3, 9]), array([4, 2, 8])]"
417,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9])]"
418,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
419,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
420,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
421,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([4, 2, 7]), array([4, 1, 7]), array([5, 2, 8])]"
422,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 5, 6])]"
423,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 5, 9])]"
424,"[array([0, 0, 9]), array([-1,  1,  8])]"
425,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([-1,  2,  7])]"
426,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([2, 2, 8]), array([1, 2, 8]), array([0, 1, 7]), array([1, 0, 6]), array([2, 1, 9])]"
427,"[array([2, 2, 9]), array([2, 1, 9]), array([1, 2, 8]), array([0, 1, 7]), array([1, 0, 6]), array([2, 1, 9]), array([1, 2, 8]), array([0, 2, 8]), array([-1,  1,  7])]"
428,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
429,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([5, 3, 8])]"
430,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 1, 7]), array([5, 0, 6])]"
431,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([4, 1, 9]), array([5, 0, 8])]"
432,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 1, 7]), array([4, 2, 7]), array([5, 1, 6])]"
433,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([4, 3, 7]), array([5, 4, 8])]"
434,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 3, 8]), array([-1,  2,  7])]"
435,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 1, 8]), array([4, 0, 9]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
436,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
437,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([2, 2, 8]), array([1, 2, 8]), array([0, 1, 7]), array([1, 2, 8]), array([0, 1, 7])]"
438,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([4, 4, 7]), array([4, 5, 7])]"
439,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9])]"
440,"[array([2, 1, 6]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 4, 6]), array([4, 4, 6]), array([5, 4, 6])]"
441,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([2, 2, 8])]"
442,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 2, 8]), array([2, 3, 9])]"
443,"[array([2, 0, 7]), array([ 3, -1,  6])]"
444,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 2, 7]), array([2, 1, 8]), array([1, 0, 7]), array([ 2, -1,  6])]"
