Episode,path
690,"[array([0, 2, 7]), array([-1,  3,  6])]"
691,"[array([0, 2, 7]), array([-1,  3,  6])]"
692,"[array([2, 0, 7]), array([ 1, -1,  8])]"
693,"[array([0, 2, 7]), array([-1,  3,  6])]"
694,"[array([0, 2, 7]), array([-1,  3,  6])]"
695,"[array([0, 2, 7]), array([-1,  3,  6])]"
696,"[array([0, 2, 7]), array([-1,  3,  6])]"
697,"[array([0, 2, 7]), array([-1,  3,  6])]"
698,"[array([0, 2, 7]), array([-1,  3,  6])]"
699,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
700,"[array([2, 0, 7]), array([ 1, -1,  8])]"
701,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([4, 1, 9]), array([5, 2, 6])]"
702,"[array([2, 0, 7]), array([ 1, -1,  8])]"
703,"[array([2, 0, 7]), array([ 1, -1,  8])]"
704,"[array([2, 0, 7]), array([ 1, -1,  8])]"
705,"[array([0, 2, 7]), array([-1,  3,  6])]"
706,"[array([0, 2, 7]), array([-1,  3,  6])]"
707,"[array([0, 2, 7]), array([-1,  3,  6])]"
708,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 2, 6]), array([0, 1, 9]), array([1, 0, 8]), array([0, 1, 9]), array([-1,  0,  6])]"
709,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
710,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 1, 6])]"
711,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([5, 2, 9])]"
712,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 2, 6]), array([0, 1, 9]), array([-1,  2,  8])]"
713,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7]), array([1, 4, 8]), array([2, 3, 9])]"
714,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([1, 3, 6]), array([0, 4, 7]), array([1, 5, 8])]"
715,"[array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  3,  6])]"
716,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7]), array([1, 4, 8]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
717,"[array([2, 1, 6]), array([3, 2, 9]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
718,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 0, 7]), array([ 3, -1,  8])]"
719,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
720,"[array([2, 0, 7]), array([ 1, -1,  8])]"
721,"[array([2, 1, 6]), array([3, 0, 7]), array([ 2, -1,  8])]"
722,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
723,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([3, 2, 9]), array([4, 3, 6]), array([3, 4, 7]), array([4, 5, 8])]"
724,"[array([0, 1, 6]), array([-1,  2,  7])]"
725,"[array([2, 0, 7]), array([ 1, -1,  8])]"
726,"[array([2, 0, 7]), array([ 1, -1,  8])]"
727,"[array([2, 0, 7]), array([ 1, -1,  8])]"
728,"[array([2, 1, 6]), array([3, 0, 7]), array([ 3, -1,  7])]"
729,"[array([2, 1, 6]), array([3, 0, 7]), array([ 4, -1,  6])]"
730,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
731,"[array([2, 1, 6]), array([3, 0, 7]), array([ 4, -1,  6])]"
732,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
733,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
734,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
735,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
736,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 2, 8]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
737,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([3, 1, 6])]"
738,"[array([2, 0, 7]), array([ 1, -1,  8])]"
739,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([4, 2, 9]), array([5, 3, 6])]"
740,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
741,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
742,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
743,"[array([0, 0, 9]), array([ 0, -1,  9])]"
744,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([2, 1, 8]), array([1, 2, 9]), array([1, 3, 9]), array([0, 4, 8])]"
745,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 4, 7]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
746,"[array([0, 1, 6]), array([-1,  1,  6])]"
747,"[array([0, 1, 6]), array([-1,  1,  6])]"
748,"[array([0, 1, 6]), array([1, 2, 9]), array([1, 3, 9]), array([2, 2, 8]), array([1, 3, 9]), array([2, 2, 8]), array([1, 3, 9]), array([2, 2, 8]), array([1, 3, 9]), array([2, 2, 8])]"
749,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([3, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([2, 4, 7]), array([1, 5, 6])]"
750,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
751,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
752,"[array([0, 1, 6]), array([1, 2, 9]), array([0, 3, 8]), array([1, 4, 7]), array([0, 5, 6])]"
753,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
754,"[array([2, 0, 7]), array([ 1, -1,  8])]"
755,"[array([2, 0, 7]), array([ 1, -1,  8])]"
756,"[array([2, 0, 7]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
757,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
758,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 3, 9]), array([1, 4, 8]), array([2, 4, 8]), array([3, 4, 8])]"
759,"[array([0, 1, 6]), array([-1,  1,  6])]"
760,"[array([0, 1, 6]), array([-1,  1,  6])]"
761,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 4, 9]), array([2, 5, 8])]"
762,"[array([2, 2, 9]), array([2, 1, 9]), array([3, 2, 6]), array([2, 3, 7]), array([2, 4, 7]), array([2, 5, 7])]"
763,"[array([2, 0, 7]), array([ 1, -1,  8])]"
764,"[array([2, 0, 7]), array([ 1, -1,  8])]"
765,"[array([2, 0, 7]), array([ 1, -1,  8])]"
766,"[array([2, 0, 7]), array([ 1, -1,  8])]"
767,"[array([0, 1, 6]), array([-1,  1,  6])]"
768,"[array([0, 1, 6]), array([-1,  1,  6])]"
769,"[array([0, 1, 6]), array([-1,  1,  6])]"
770,"[array([0, 2, 7]), array([-1,  1,  8])]"
771,"[array([0, 1, 6]), array([-1,  1,  6])]"
772,"[array([0, 1, 6]), array([-1,  1,  6])]"
773,"[array([0, 1, 6]), array([-1,  1,  6])]"
774,"[array([0, 1, 6]), array([-1,  1,  6])]"
775,"[array([0, 1, 6]), array([-1,  1,  6])]"
776,"[array([0, 1, 6]), array([-1,  1,  6])]"
777,"[array([0, 1, 6]), array([-1,  1,  6])]"
778,"[array([0, 1, 6]), array([-1,  1,  6])]"
779,"[array([0, 1, 6]), array([-1,  1,  6])]"
780,"[array([0, 1, 6]), array([-1,  1,  6])]"
781,"[array([0, 1, 6]), array([-1,  1,  6])]"
782,"[array([0, 1, 6]), array([-1,  1,  6])]"
783,"[array([0, 1, 6]), array([-1,  1,  6])]"
784,"[array([0, 0, 9]), array([ 0, -1,  9])]"
785,"[array([0, 1, 6]), array([-1,  1,  6])]"
786,"[array([0, 1, 6]), array([-1,  1,  6])]"
787,"[array([2, 0, 7]), array([ 1, -1,  8])]"
788,"[array([2, 0, 7]), array([ 1, -1,  8])]"
789,"[array([0, 1, 6]), array([-1,  1,  6])]"
790,"[array([0, 1, 6]), array([-1,  1,  6])]"
791,"[array([0, 1, 6]), array([-1,  1,  6])]"
792,"[array([0, 1, 6]), array([-1,  1,  6])]"
793,"[array([0, 1, 6]), array([-1,  1,  6])]"
794,"[array([0, 1, 6]), array([-1,  1,  6])]"
795,"[array([0, 1, 6]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
796,"[array([0, 1, 6]), array([-1,  1,  6])]"
797,"[array([0, 1, 6]), array([-1,  1,  6])]"
798,"[array([0, 1, 6]), array([-1,  1,  6])]"
799,"[array([2, 0, 7]), array([ 1, -1,  8])]"
800,"[array([0, 1, 6]), array([-1,  1,  6])]"
801,"[array([0, 1, 6]), array([-1,  1,  6])]"
802,"[array([0, 1, 6]), array([-1,  1,  6])]"
803,"[array([2, 0, 7]), array([ 1, -1,  8])]"
804,"[array([0, 0, 9]), array([ 0, -1,  9])]"
805,"[array([0, 0, 9]), array([ 0, -1,  9])]"
806,"[array([0, 0, 9]), array([-1,  1,  8])]"
807,"[array([0, 0, 9]), array([ 1, -1,  8])]"
808,"[array([0, 0, 9]), array([ 0, -1,  9])]"
809,"[array([0, 1, 6]), array([-1,  1,  6])]"
810,"[array([0, 0, 9]), array([ 0, -1,  9])]"
811,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6])]"
812,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 1, 6]), array([3, 0, 7]), array([ 2, -1,  8])]"
813,"[array([2, 1, 6]), array([3, 0, 7]), array([ 2, -1,  8])]"
814,"[array([0, 1, 6]), array([-1,  1,  6])]"
815,"[array([0, 1, 6]), array([-1,  1,  6])]"
816,"[array([0, 1, 6]), array([-1,  1,  6])]"
817,"[array([0, 1, 6]), array([-1,  1,  6])]"
818,"[array([0, 1, 6]), array([-1,  2,  7])]"
819,"[array([2, 0, 7]), array([ 1, -1,  8])]"
820,"[array([2, 0, 7]), array([ 1, -1,  8])]"
821,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([-1,  5,  6])]"
822,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 5, 7])]"
823,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 5, 7])]"
824,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 5, 7])]"
825,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 5, 7])]"
826,"[array([0, 1, 6]), array([-1,  1,  6])]"
827,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([-1,  5,  6])]"
828,"[array([0, 1, 6]), array([-1,  1,  6])]"
829,"[array([0, 1, 6]), array([-1,  1,  6])]"
830,"[array([0, 1, 6]), array([-1,  1,  6])]"
831,"[array([0, 1, 6]), array([-1,  1,  6])]"
832,"[array([0, 1, 6]), array([-1,  1,  6])]"
833,"[array([0, 1, 6]), array([-1,  1,  6])]"
834,"[array([0, 1, 6]), array([-1,  1,  6])]"
835,"[array([0, 1, 6]), array([-1,  1,  6])]"
836,"[array([0, 1, 6]), array([-1,  1,  6])]"
837,"[array([0, 1, 6]), array([-1,  1,  6])]"
838,"[array([0, 2, 7]), array([-1,  3,  6])]"
839,"[array([0, 1, 6]), array([-1,  1,  6])]"
840,"[array([0, 1, 6]), array([-1,  1,  6])]"
841,"[array([0, 1, 6]), array([-1,  1,  6])]"
842,"[array([0, 0, 9]), array([ 0, -1,  9])]"
843,"[array([0, 1, 6]), array([-1,  1,  6])]"
844,"[array([2, 1, 6]), array([3, 2, 9]), array([2, 3, 8]), array([3, 4, 7]), array([4, 5, 8])]"
845,"[array([0, 1, 6]), array([-1,  1,  6])]"
846,"[array([0, 1, 6]), array([-1,  1,  6])]"
847,"[array([0, 1, 6]), array([-1,  1,  6])]"
848,"[array([0, 1, 6]), array([-1,  1,  6])]"
849,"[array([0, 1, 6]), array([-1,  1,  6])]"
850,"[array([0, 1, 6]), array([-1,  1,  6])]"
851,"[array([0, 1, 6]), array([-1,  1,  6])]"
852,"[array([0, 1, 6]), array([-1,  1,  6])]"
853,"[array([0, 1, 6]), array([-1,  1,  6])]"
854,"[array([0, 1, 6]), array([-1,  1,  6])]"
855,"[array([0, 1, 6]), array([-1,  1,  6])]"
856,"[array([0, 1, 6]), array([-1,  1,  6])]"
857,"[array([0, 1, 6]), array([-1,  1,  6])]"
858,"[array([0, 1, 6]), array([-1,  1,  6])]"
859,"[array([0, 1, 6]), array([-1,  1,  6])]"
860,"[array([0, 1, 6]), array([-1,  1,  6])]"
861,"[array([0, 1, 6]), array([-1,  1,  6])]"
862,"[array([0, 1, 6]), array([-1,  1,  6])]"
863,"[array([0, 2, 7]), array([-1,  1,  8])]"
864,"[array([0, 1, 6]), array([-1,  1,  6])]"
865,"[array([0, 1, 6]), array([-1,  1,  6])]"
866,"[array([0, 1, 6]), array([-1,  1,  6])]"
867,"[array([0, 1, 6]), array([-1,  1,  6])]"
868,"[array([0, 1, 6]), array([-1,  1,  6])]"
869,"[array([0, 1, 6]), array([-1,  1,  6])]"
870,"[array([0, 1, 6]), array([-1,  1,  6])]"
871,"[array([0, 1, 6]), array([-1,  1,  6])]"
872,"[array([0, 1, 6]), array([-1,  1,  6])]"
873,"[array([0, 1, 6]), array([-1,  1,  6])]"
874,"[array([0, 1, 6]), array([-1,  1,  6])]"
875,"[array([0, 1, 6]), array([-1,  0,  9])]"
876,"[array([0, 0, 9]), array([ 0, -1,  9])]"
877,"[array([0, 0, 9]), array([ 0, -1,  9])]"
878,"[array([0, 0, 9]), array([ 0, -1,  9])]"
879,"[array([0, 0, 9]), array([ 0, -1,  9])]"
880,"[array([0, 0, 9]), array([ 0, -1,  9])]"
881,"[array([0, 0, 9]), array([ 0, -1,  9])]"
882,"[array([0, 0, 9]), array([ 0, -1,  9])]"
883,"[array([0, 0, 9]), array([ 0, -1,  9])]"
884,"[array([0, 0, 9]), array([ 0, -1,  9])]"
885,"[array([0, 0, 9]), array([ 0, -1,  9])]"
886,"[array([0, 1, 6]), array([-1,  1,  6])]"
887,"[array([0, 1, 6]), array([-1,  1,  6])]"
888,"[array([0, 1, 6]), array([-1,  1,  6])]"
889,"[array([0, 1, 6]), array([-1,  1,  6])]"
890,"[array([0, 0, 9]), array([1, 1, 6]), array([2, 0, 7]), array([ 1, -1,  8])]"
891,"[array([0, 1, 6]), array([-1,  1,  6])]"
892,"[array([0, 1, 6]), array([-1,  1,  6])]"
893,"[array([0, 1, 6]), array([-1,  1,  6])]"
894,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
895,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 3, 6]), array([2, 4, 7]), array([1, 5, 6])]"
896,"[array([0, 1, 6]), array([-1,  1,  6])]"
897,"[array([0, 1, 6]), array([-1,  1,  6])]"
898,"[array([0, 1, 6]), array([-1,  1,  6])]"
899,"[array([2, 1, 6]), array([3, 0, 7]), array([ 2, -1,  8])]"
900,"[array([0, 1, 6]), array([-1,  1,  6])]"
901,"[array([0, 1, 6]), array([-1,  1,  6])]"
902,"[array([0, 1, 6]), array([1, 0, 7]), array([1, 1, 7]), array([0, 0, 8]), array([1, 0, 8]), array([2, 0, 8]), array([1, 1, 9]), array([2, 2, 6]), array([1, 2, 6]), array([0, 2, 6])]"
903,"[array([0, 1, 6]), array([-1,  1,  6])]"
904,"[array([0, 1, 6]), array([-1,  1,  6])]"
905,"[array([0, 1, 6]), array([1, 0, 7]), array([ 0, -1,  8])]"
906,"[array([2, 0, 7]), array([ 1, -1,  8])]"
907,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 3, 6]), array([-1,  3,  6])]"
908,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 3, 6]), array([-1,  3,  6])]"
909,"[array([0, 1, 6]), array([-1,  1,  6])]"
910,"[array([0, 1, 6]), array([-1,  1,  6])]"
911,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([0, 3, 8]), array([1, 3, 8]), array([2, 3, 8]), array([1, 3, 8]), array([0, 3, 8]), array([1, 3, 8])]"
912,"[array([0, 1, 6]), array([-1,  1,  6])]"
913,"[array([0, 1, 6]), array([-1,  1,  6])]"
914,"[array([0, 1, 6]), array([-1,  1,  6])]"
915,"[array([0, 1, 6]), array([-1,  2,  7])]"
916,"[array([0, 1, 6]), array([-1,  1,  6])]"
917,"[array([0, 1, 6]), array([-1,  1,  6])]"
918,"[array([0, 1, 6]), array([-1,  1,  6])]"
919,"[array([0, 1, 6]), array([-1,  1,  6])]"
920,"[array([0, 1, 6]), array([-1,  1,  6])]"
921,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 1, 6]), array([2, 1, 6]), array([3, 1, 6]), array([2, 1, 6]), array([3, 1, 6]), array([2, 2, 7]), array([3, 3, 8])]"
922,"[array([0, 1, 6]), array([-1,  1,  6])]"
923,"[array([0, 1, 6]), array([-1,  1,  6])]"
924,"[array([0, 1, 6]), array([-1,  1,  6])]"
925,"[array([0, 1, 6]), array([-1,  1,  6])]"
926,"[array([0, 1, 6]), array([-1,  2,  7])]"
927,"[array([0, 1, 6]), array([-1,  1,  6])]"
928,"[array([0, 1, 6]), array([-1,  1,  6])]"
929,"[array([0, 1, 6]), array([-1,  1,  6])]"
930,"[array([0, 1, 6]), array([-1,  1,  6])]"
931,"[array([0, 1, 6]), array([-1,  1,  6])]"
932,"[array([0, 1, 6]), array([-1,  1,  6])]"
933,"[array([0, 1, 6]), array([-1,  1,  6])]"
934,"[array([0, 1, 6]), array([-1,  1,  6])]"
935,"[array([0, 1, 6]), array([-1,  1,  6])]"
936,"[array([0, 1, 6]), array([-1,  1,  6])]"
937,"[array([0, 1, 6]), array([-1,  1,  6])]"
938,"[array([0, 1, 6]), array([-1,  1,  6])]"
939,"[array([0, 1, 6]), array([-1,  1,  6])]"
940,"[array([0, 1, 6]), array([-1,  1,  6])]"
941,"[array([0, 1, 6]), array([-1,  1,  6])]"
942,"[array([0, 1, 6]), array([-1,  1,  6])]"
943,"[array([0, 1, 6]), array([-1,  1,  6])]"
944,"[array([0, 1, 6]), array([-1,  1,  6])]"
945,"[array([0, 1, 6]), array([-1,  1,  6])]"
946,"[array([0, 1, 6]), array([-1,  1,  6])]"
947,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
948,"[array([0, 2, 7]), array([0, 3, 7]), array([1, 2, 6]), array([0, 2, 6]), array([-1,  2,  6])]"
949,"[array([0, 1, 6]), array([-1,  1,  6])]"
950,"[array([0, 1, 6]), array([-1,  1,  6])]"
951,"[array([0, 1, 6]), array([-1,  1,  6])]"
952,"[array([0, 1, 6]), array([-1,  1,  6])]"
953,"[array([0, 1, 6]), array([-1,  1,  6])]"
954,"[array([0, 1, 6]), array([-1,  1,  6])]"
955,"[array([0, 1, 6]), array([-1,  1,  6])]"
956,"[array([0, 1, 6]), array([-1,  1,  6])]"
957,"[array([0, 1, 6]), array([-1,  1,  6])]"
958,"[array([0, 1, 6]), array([-1,  1,  6])]"
959,"[array([0, 0, 9]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
960,"[array([0, 1, 6]), array([-1,  1,  6])]"
961,"[array([0, 1, 6]), array([-1,  1,  6])]"
962,"[array([0, 1, 6]), array([-1,  1,  6])]"
963,"[array([2, 1, 6]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  1,  6])]"
964,"[array([0, 1, 6]), array([-1,  1,  6])]"
965,"[array([0, 1, 6]), array([-1,  1,  6])]"
966,"[array([0, 1, 6]), array([-1,  1,  6])]"
967,"[array([0, 1, 6]), array([-1,  1,  6])]"
968,"[array([0, 1, 6]), array([-1,  1,  6])]"
969,"[array([0, 1, 6]), array([-1,  1,  6])]"
970,"[array([0, 1, 6]), array([-1,  1,  6])]"
971,"[array([0, 1, 6]), array([-1,  1,  6])]"
972,"[array([0, 1, 6]), array([-1,  1,  6])]"
973,"[array([0, 1, 6]), array([-1,  1,  6])]"
974,"[array([0, 1, 6]), array([-1,  1,  6])]"
975,"[array([0, 1, 6]), array([-1,  1,  6])]"
976,"[array([0, 1, 6]), array([-1,  1,  6])]"
977,"[array([0, 1, 6]), array([-1,  1,  6])]"
978,"[array([0, 1, 6]), array([-1,  1,  6])]"
979,"[array([0, 1, 6]), array([-1,  1,  6])]"
980,"[array([0, 1, 6]), array([-1,  1,  6])]"
981,"[array([0, 1, 6]), array([-1,  2,  7])]"
982,"[array([0, 1, 6]), array([-1,  1,  6])]"
983,"[array([0, 1, 6]), array([-1,  1,  6])]"
984,"[array([0, 1, 6]), array([-1,  1,  6])]"
985,"[array([0, 1, 6]), array([-1,  1,  6])]"
986,"[array([0, 1, 6]), array([-1,  1,  6])]"
987,"[array([0, 1, 6]), array([-1,  1,  6])]"
988,"[array([0, 1, 6]), array([-1,  1,  6])]"
989,"[array([0, 1, 6]), array([-1,  1,  6])]"
990,"[array([0, 1, 6]), array([-1,  1,  6])]"
991,"[array([0, 1, 6]), array([-1,  1,  6])]"
992,"[array([0, 1, 6]), array([-1,  1,  6])]"
993,"[array([0, 1, 6]), array([-1,  1,  6])]"
994,"[array([0, 1, 6]), array([-1,  1,  6])]"
995,"[array([0, 1, 6]), array([-1,  1,  6])]"
996,"[array([0, 1, 6]), array([-1,  1,  6])]"
997,"[array([0, 1, 6]), array([-1,  1,  6])]"
998,"[array([0, 1, 6]), array([-1,  1,  6])]"
999,"[array([0, 1, 6]), array([-1,  1,  6])]"
